Organization Name,Industries,Headquarters Location,Estimated Revenue,Operating Status,Founded Date,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Total Funding Amount,Growth Category,Growth Confidence,Monthly visit,Monthly Visit Growth,Visit Duration Growth,Patents Granted,Visit Duration
Sankar-Koshy Innovations,Real Estate,Chhattisgarh,$1M to $10M,Closed,2018,Seed,Real Estate,4,"Raksha Parmer, Samaksh Raval, Lopa Iyengar, Gabriel Brar",11-50,0,Seed,$0 to $1M,Growing,Low,1432,-9.718279483263927,1826.9444659860553,6,2467
Sule and Sons Labs,Consumer Durables,Sikkim,$10M to $50M,Active,2020,Series A,Consumer Goods,1,Lucky Kaur,1001-5000,3,Early Stage Venture,$5M to $10M,Growing,Medium,1063199,878.689957595244,6148.687478603688,1,1140
Rana Inc Technologies,Services,Meghalaya,Less than $1M,Active,2024,Series A,Services,4,"Anika Mangat, Advay Chada, Zinal Sathe, Gauri Kar",501-1000,4,Early Stage Venture,$5M to $10M,Medium,Low,1749386,1297.242981316852,8460.635717199813,5,535
Sule-Brar Innovations,Retail,Sikkim,$1B to $10B,Active,2017,Seed,Commerce,1,Yagnesh Sarma,51-100,0,M&A,$50M to $100M,Growing,Medium,1579922,144.45334056105187,3899.013443552339,3,1197
"Kar, Subramanian and Sharaf Pvt Ltd",Aviation,Arunachal Pradesh,Less than $1M,Closed,2022,Seed,Transportation,5,"Xavier Chaudry, Devansh Kunda, Hemang Yogi, Yashawini Jha, Daksh Mallick",1-10,0,Seed,$0 to $1M,Medium,Low,5222,-81.55756274029322,5022.228585329685,9,1692
"Narasimhan, Singh and Lad Innovations",Healthcare,Madhya Pradesh,$10B+,Active,2024,Series C,Healthcare,4,"Aarna Golla, Jagvi Pradhan, Darsh Gour, Gautami Shukla",11-50,3,Early Stage Venture,$100M to $500M,Medium,Medium,277098,256.62083219796136,2912.223619113194,7,100
Dhaliwal PLC Innovations,Aviation,Manipur,Less than $1M,Closed,2021,Seed,Transportation,5,"Avni Buch, Vinaya Dada, Ethan Nadkarni, Hamsini Chandra, Imaran Chandra",1-10,0,Seed,$0 to $1M,Medium,Low,2659,-97.50094499474899,7039.197841238473,2,592
Bhatnagar PLC Innovations,Renewable Energy,Madhya Pradesh,Less than $1M,Active,2024,Series C,Energy,5,"Ikbal Bawa, Elijah Narasimhan, Damini Choudhury, Neel Bath, Faras Uppal",11-50,2,Growing,$0 to $1M,High,High,1054116,51.2103338191026,8557.608897482669,9,2208
Boase-Mangal Innovations,FMCG,Odisha,$10B+,Active,2021,Series A,Consumer Goods,1,Urmi Chacko,1-10,0,Growing,$0 to $1M,Medium,High,1107622,1318.9491296939136,2621.9078045515657,8,1033
Talwar and Sons Innovations,Pharmaceuticals,Odisha,Less than $1M,Closed,2021,Series A,Pharmaceuticals,1,Anvi Deo,1-10,2,Early Stage Venture,$0 to $1M,Growing,Low,30144,7.839742143848667,853.2629712900086,3,1313
"Sani, Sur and Chauhan Pvt Ltd",Textiles,Bihar,$1M to $10M,Closed,2017,Seed,Textiles,4,"Eta Lad, Yashvi Vala, Gautam Bhargava, Vansha Chawla",51-100,0,Early Stage Venture,$1M to $5M,High,Medium,1109,0.17179196812270447,3865.3918494066065,10,1431
Talwar Group Pvt Ltd,Steel,Sikkim,Less than $1M,Active,2022,Series C,Manufacturing,2,"Qadim Gandhi, Harshil Hegde",101-250,5,Growing,$0 to $1M,Medium,Medium,857600,1866.2850595163682,4158.2588660524925,0,607
"Bail, Srinivas and Chandra Innovations",Food Processing,Odisha,Less than $1M,Closed,2017,Seed,Food and Beverage,3,"Ansh Basak, Ronith Kant, Vihaan Upadhyay",1-10,0,Seed,$0 to $1M,High,Low,7525,-1.5564942522683083,8141.114284505949,6,233
Jayaraman-Dewan Solutions,E-Commerce,Uttarakhand,$1M to $10M,Active,2018,Series A,Commerce,5,"Avni Keer, Ekavir Anand, Laksh Konda, Zansi Arora, Harini Kala",501-1000,7,Growing,$10M to $50M,Medium,High,1743915,535.683215173144,1395.2864851939146,2,1259
"Barad, Gaba and Pillay Innovations",Financial Services,Manipur,$50M to $100M,Active,2024,Series C,Financial Services,3,"Lipika Kara, Nidra Kota, Yamini Gola",101-250,1,M&A,$10M to $50M,High,High,88551,1477.3716861884259,2207.2906023738915,6,610
"Saraf, Dhar and Parekh Technologies",Paper & Packaging,Tamil Nadu,Less than $1M,Closed,2019,Seed,Packaging,2,"Kritika Raj, Darsh Bedi",1-10,0,Seed,$0 to $1M,High,Low,3123,-48.37709261567229,6335.576342546465,7,986
Saha-Shanker Technologies,Agriculture and Allied Industries,Bihar,$1M to $10M,Closed,2021,Seed,Agriculture,2,"Robert Lal, Jeremiah Seshadri",1-10,0,Seed,$0 to $1M,Medium,Low,1879,-34.11408817195931,342.4249071259982,6,2364
Warrior and Sons Technologies,E-Commerce,Mizoram,$10M to $50M,Active,2023,Series A,Commerce,3,"Dalaja Kala, Maya Narasimhan, Jackson Sridhar",1001-5000,4,Early Stage Venture,$5M to $10M,Growing,High,566792,288.7649036898908,3188.0897724264237,10,838
"Puri, Jain and Kala Labs",Agriculture and Allied Industries,Madhya Pradesh,$10M to $50M,Active,2017,Series B,Agriculture,1,Baljiwan Chaudry,101-250,2,Growing,$1M to $5M,Growing,Low,1621416,1455.3801164243057,5799.906550638588,9,2163
Upadhyay and Sons Pvt Ltd,Automobiles,Madhya Pradesh,$1B to $10B,Active,2019,Series B,Automotive,1,Madhav Bhatt,11-50,0,Early Stage Venture,$10M to $50M,High,Low,804171,977.5390361352913,72.31033666780132,6,1767
Narain-Handa Pvt Ltd,Retail,Himachal Pradesh,$10B+,Active,2017,Series B,Commerce,1,Jagrati Sarin,51-100,4,Early Stage Venture,$50M to $100M,Growing,High,1321278,123.69783974052095,4043.065635999181,1,722
Solanki-Wali Pvt Ltd,Telecommunications,Chhattisgarh,$1M to $10M,Closed,2018,Seed,Telecommunications,3,"Yug Bhardwaj, Imaran Gour, Chandran Dugar",11-50,2,Early Stage Venture,$0 to $1M,High,Low,2071,-28.74247719574842,4948.715835158967,7,1030
Srinivas PLC Pvt Ltd,Gems and Jewellery,Uttarakhand,$1M to $10M,Closed,2018,Seed,Luxury Goods,2,"Chameli Kar, Charvi More",11-50,0,Seed,$0 to $1M,Medium,Low,4973,-0.8084241570134196,4982.1432954774655,1,408
Chaudhry LLC Innovations,Electric Vehicle,Madhya Pradesh,Less than $1M,Closed,2023,Seed,Automotive,1,Dalbir Madan,11-50,0,Seed,$0 to $1M,Growing,Low,5281,-51.679655968192215,6423.1883496097835,5,616
"Virk, Kapur and Gill Solutions",Railways,Karnataka,$1M to $10M,Active,2022,IPO,Transportation,1,Christopher Lanka,51-100,6,Growing,$10M to $50M,Medium,Low,1359385,999.2682725099264,4465.469974402988,4,2475
Verma Group Solutions,Paper & Packaging,Haryana,$1M to $10M,Closed,2020,Seed,Packaging,2,"Edhitha Anand, Jagrati Sundaram",11-50,0,Seed,$0 to $1M,Growing,Low,1635,-45.77601423026502,9152.61288886368,8,620
Ranganathan-Kapadia Labs,Power,Arunachal Pradesh,Less than $1M,Closed,2022,Seed,Energy,5,"Aditya Kar, Vasudha Sahni, Tanmayi Sachdeva, Harsh Gokhale, Yasti Baria",11-50,0,Seed,$0 to $1M,Growing,Low,6091,-67.08103990262607,9534.546406876145,9,2084
Chakrabarti-Krishnamurthy Innovations,Real Estate,Jammu and Kashmir,$10B+,Active,2022,Series C,Real Estate,3,"Oeshi Shanker, Vamakshi Balay, Osha Puri",51-100,0,Seed,$50M to $100M,Medium,Medium,1172735,1482.6451043782638,1615.4842351463385,8,1265
Thaker Inc Technologies,Services,Goa,$10M to $50M,Active,2024,IPO,Services,4,"Viraj Dani, Praneel Naik, Harshil Wali, Brijesh Buch",1-10,5,Seed,$0 to $1M,Growing,High,1772575,1926.6137582952922,3644.398375485037,3,2391
Sengupta Inc Labs,Metals and Mining,Jammu and Kashmir,$1B to $10B,Active,2023,Seed,Mining,5,"Chaitanya Kakar, Upadhriti Chana, Amol Narasimhan, Aishani Radhakrishnan, Radha Suresh",501-1000,6,Seed,$5M to $10M,Growing,Medium,590264,1022.6109605188153,2829.891024146699,6,2080
"Khurana, Wali and Patil Technologies",Services,Mizoram,$50M to $100M,Active,2018,Series B,Services,2,"Barkha Roy, Nihal Prasad",51-100,3,Seed,$50M to $100M,Medium,Low,1610391,1803.4116856197584,7108.2814967159065,2,884
"Mammen, Pant and Srinivasan Technologies",Healthcare,Kerala,$1M to $10M,Closed,2022,Seed,Healthcare,1,Vaishnavi Sood,51-100,0,Early Stage Venture,$1M to $5M,High,Low,26510,-88.18337572451156,9355.204052528132,1,653
"Sabharwal, Hari and Choudhry Technologies",Ports,Bihar,$10B+,Active,2019,Seed,Transportation,4,"Yash Taneja, Unni Dasgupta, Ojas Prabhu, Vihaan Gill",251-500,5,Seed,$10M to $50M,High,Low,343370,1768.806310146625,29.001049536677783,0,1751
Uppal Ltd Technologies,Electronics System Design & Manufacturing,Jammu and Kashmir,$1M to $10M,Active,2017,Seed,Electronics,3,"Lopa Prakash, Parth Bobal, Anjali Apte",101-250,1,M&A,$1M to $5M,Growing,Low,271861,1727.4367054454715,2341.2339763399104,9,1534
Pall-Bail Pvt Ltd,Consumer Durables,Haryana,Less than $1M,Closed,2017,Seed,Consumer Goods,4,"Siya Palla, Gaurang Bail, Manan Chada, Nisha Krishnan",11-50,0,Seed,$0 to $1M,Medium,Low,3773,-59.08699721552899,5418.621602296673,3,765
Thaman-Shan Technologies,Media and Entertainment,West Bengal,$10M to $50M,Active,2018,Seed,Media,5,"Arin Chaudhry, Vrishti Pradhan, Ikbal Hans, Peter Bassi, Alka Parsa",101-250,5,Seed,$100M to $500M,Medium,High,1217031,1564.0167926135505,5124.481424957226,1,1399
Tara Inc Technologies,Real Estate,Uttar Pradesh,$10M to $50M,Active,2021,Seed,Real Estate,2,"Qabil Gopal, Gautam Saini",1-10,1,Seed,$10M to $50M,Medium,Medium,348950,123.03333318985452,9009.86388583835,9,1989
"Mahajan, Vaidya and Karnik Labs",Ports,Jharkhand,Less than $1M,Active,2023,Seed,Transportation,4,"Anmol Chadha, Arjun Badami, Balveer Venkatesh, Barkha Sundaram",101-250,3,Growing,$10M to $50M,Growing,Medium,1043686,1252.310687351293,6863.210369324311,10,1050
Jain Ltd Innovations,Retail,Gujarat,Less than $1M,Closed,2021,Seed,Commerce,5,"Amruta Ranganathan, Lopa Mander, Nikita Karpe, Advay Dutta, Nidra Varma",11-50,0,Seed,$0 to $1M,High,Low,5203,-66.97846437436723,3509.315873124128,9,1460
"Ahuja, Kala and Kulkarni Pvt Ltd",Textiles,Maharashtra,Less than $1M,Closed,2024,Seed,Textiles,4,"Akshay Chaudry, Vansha Mani, Dev Parikh, Kevin Goda",1-10,0,Seed,$0 to $1M,Growing,Low,2566,-24.174585295063395,971.7788647601617,0,566
Sarraf Inc Technologies,Aviation,Chhattisgarh,$1B to $10B,Active,2021,Series C,Transportation,3,"Zilmil Pandey, Shivansh Venkatesh, Zayyan Bhatt",251-500,2,Growing,$0 to $1M,Growing,High,277647,688.8562006228572,2887.7140788815163,6,499
Varughese Ltd Innovations,Biotechnology,Bihar,$50M to $100M,Active,2017,IPO,Biotechnology,1,Yatin Singhal,101-250,0,Seed,$10M to $50M,High,Medium,561631,1244.477476989801,399.6369084039413,5,2250
Kohli PLC Technologies,Textiles,Arunachal Pradesh,$1B to $10B,Active,2020,IPO,Textiles,5,"Ranbir Kale, Kiaan Golla, David Wable, Lipika Tripathi, Reva Lala",101-250,0,Early Stage Venture,$0 to $1M,High,Low,705047,930.9617023231667,9112.827326953693,1,1523
Som Inc Technologies,Electric Vehicle,Haryana,Less than $1M,Closed,2022,Seed,Automotive,5,"Yachana Rau, Indrajit Gala, Chakradev Varma, Leena Peri, Ikbal Kapadia",1-10,0,Seed,$0 to $1M,Medium,Low,933,-53.8273875321247,8298.381585872654,1,732
"Chatterjee, Sarraf and Barad Innovations",Power,Haryana,$100M to $500M,Active,2019,Series A,Energy,3,"Laban Dhaliwal, Chandresh Kunda, Nitesh Wagle",51-100,3,Seed,$10M to $50M,High,High,1115309,121.6304643909655,1591.818005652706,2,2347
Shukla and Sons Labs,Insurance,Rajasthan,$1M to $10M,Closed,2020,Seed,Financial Services,4,"Anamika Bakshi, Ayush Ramesh, Yauvani Nath, Omkaar Nadkarni",1-10,0,Seed,$0 to $1M,High,Low,2368,-48.96703980389857,8630.784079747242,4,2092
Narain Group Pvt Ltd,Gems and Jewellery,Meghalaya,$1M to $10M,Closed,2019,Seed,Luxury Goods,1,Om Doshi,11-50,0,Seed,$0 to $1M,High,Low,4631,-44.916845216107994,3250.0185131829526,7,854
"Karnik, Narayanan and Bhardwaj Innovations",Tourism and Hospitality,Kerala,$10B+,Active,2020,Series B,Hospitality,2,"Lohit Mohanty, Chakrika Singhal",1001-5000,1,Early Stage Venture,$50M to $100M,Medium,Medium,1509323,531.9200416914009,3291.816482635305,2,1307
"Sama, Talwar and Shroff Pvt Ltd",E-Commerce,Punjab,$1B to $10B,Active,2018,Series C,Commerce,4,"Abhimanyu Palan, Harinakshi Sami, Ekta Bhatia, Gabriel Mani",101-250,7,Seed,$50M to $100M,Growing,Low,317277,1024.8299678666758,656.6671674327113,7,832
Bassi and Sons Technologies,Banking,West Bengal,$1M to $10M,Closed,2018,Seed,Financial Services,5,"Bishakha Naik, Triveni Pillai, Ekbal Cherian, Triveni Krish, Chanakya Tella",1-10,0,Seed,$0 to $1M,Growing,Low,2684,-36.88587547688187,8199.416866852758,7,1664
Upadhyay-Mandal Labs,Food Processing,Kerala,Less than $1M,Closed,2020,Seed,Food and Beverage,1,Balvan Krishnan,1-10,0,Seed,$0 to $1M,Growing,Low,1670,-81.36366360506511,5532.716599683263,3,1348
Dugar Inc Technologies,FMCG,Uttar Pradesh,$1M to $10M,Closed,2022,Series A,Consumer Goods,2,"Theodore Kant, Jack Mahal",1-10,1,Early Stage Venture,$0 to $1M,Growing,Low,1991,40.84775237684889,9879.971483590674,2,1807
Devan Inc Solutions,Gems and Jewellery,Tripura,$1M to $10M,Closed,2022,Seed,Luxury Goods,1,Parth Srivastava,11-50,1,Early Stage Venture,$0 to $1M,High,Medium,9261,-35.256762713648854,4385.193029161308,0,2234
Dhar-Bala Technologies,Cement,Rajasthan,$100M to $500M,Active,2019,Series B,Construction,1,Urvashi Sama,501-1000,4,M&A,$100M to $500M,High,Low,1180994,372.4766194201164,9842.685710498003,1,1089
Sarkar-Dugar Solutions,Real Estate,Punjab,Less than $1M,Closed,2023,Seed,Real Estate,4,"Yagnesh Khurana, Balveer Hayre, Dalbir Saxena, Daksh Prashad",1-10,0,Seed,$0 to $1M,Medium,Low,4979,-47.21903995814232,4237.118828631738,0,1203
Hari PLC Pvt Ltd,Tourism and Hospitality,Uttarakhand,$10M to $50M,Closed,2018,Seed,Hospitality,1,Krishna Chowdhury,1-10,2,Early Stage Venture,$1M to $5M,High,Medium,971,-74.78277207933445,7469.715520691142,7,1221
"Kakar, Biswas and Kuruvilla Technologies",Power,Haryana,$10B+,Active,2024,Series C,Energy,1,Brinda Parmer,501-1000,4,Early Stage Venture,$0 to $1M,Medium,Medium,1463913,692.9515150033077,2118.787594541917,5,11
Vaidya Group Pvt Ltd,Telecommunications,Odisha,$1B to $10B,Active,2019,IPO,Telecommunications,1,Bina Guha,51-100,2,Seed,$50M to $100M,High,Medium,92495,693.3575028466207,4320.520696365759,9,1175
Prashad-Nath Innovations,Telecommunications,Telangana,$10B+,Active,2021,IPO,Telecommunications,5,"Lohit Mukherjee, Abha Mohan, Niharika Nori, Ekta Agate, Vedika Sankar",11-50,1,Early Stage Venture,$1M to $5M,Growing,Low,1317794,139.80601873665663,5720.024109736415,1,382
Jayaraman-Bala Innovations,Food Processing,Goa,Less than $1M,Closed,2022,Seed,Food and Beverage,2,"Shivansh Bhatt, Victor Misra",11-50,0,Seed,$0 to $1M,Medium,Low,31484,-32.099031164844234,4304.938313077303,7,1467
Bhatti-Venkatesh Pvt Ltd,Railways,West Bengal,$1B to $10B,Active,2017,Series C,Transportation,4,"Tamanna Om, Tristan Koshy, Lajita Varty, Manthan Dua",251-500,5,Seed,$5M to $10M,Medium,High,89248,1645.1689146602318,2361.1644917463277,5,1232
Lalla LLC Innovations,Renewable Energy,Himachal Pradesh,$100M to $500M,Active,2021,Series C,Energy,5,"Zarna Kakar, Charita Walia, Aashi Morar, Radhika Das, Rushil Desai",51-100,3,M&A,$10M to $50M,High,High,1517246,1598.532534423989,3929.90856117499,8,2356
"Shukla, Raju and Dayal Technologies",Biotechnology,Gujarat,$50M to $100M,Active,2023,Series B,Biotechnology,2,"Amruta Karan, Sudiksha Pandya",1001-5000,3,Growing,$0 to $1M,High,High,873283,1248.952629049153,8581.740916516877,10,1240
Ramachandran-Sura Pvt Ltd,Gems and Jewellery,Karnataka,$10B+,Active,2023,Seed,Luxury Goods,1,Vansha Deep,51-100,4,M&A,$100M to $500M,Growing,High,1120530,1671.0572228637936,441.8987285800654,8,2191
"Choudhary, Nagar and Bala Labs",Financial Services,Gujarat,$1M to $10M,Active,2023,Seed,Financial Services,1,Anika Srivastava,251-500,2,Early Stage Venture,$5M to $10M,High,Low,1950728,715.4800876474336,6081.771734115222,1,1918
Khatri-Singh Labs,Consumer Durables,Sikkim,$1B to $10B,Active,2021,Series A,Consumer Goods,4,"Saksham Bandi, Faqid Sekhon, Sarthak Bandi, Kabir Bera",251-500,2,M&A,$50M to $100M,Growing,Medium,1618889,145.07480876990945,6658.734512550056,9,1668
Sura-Char Solutions,Real Estate,Chhattisgarh,Less than $1M,Active,2017,Series B,Real Estate,4,"Kalpit Deshpande, Leena Ravel, Sai Bassi, Anusha Ben",251-500,0,Early Stage Venture,$1M to $5M,Medium,Medium,394566,1228.7069479129489,2224.553610972732,6,1533
Sinha Ltd Labs,Railways,Tamil Nadu,$1M to $10M,Closed,2020,Seed,Transportation,5,"Zaitra Pandey, Rachita Lal, Hamsini Shroff, Urvashi Sani, Nitara Shenoy",11-50,0,Seed,$0 to $1M,Growing,Low,9140,-95.23969236968877,3055.214112729853,2,1587
Gera Ltd Innovations,Healthcare,Uttar Pradesh,$100M to $500M,Active,2019,Series B,Healthcare,1,Daniel Balan,1-10,6,Early Stage Venture,$100M to $500M,Growing,Low,1692502,1932.1859621836036,7203.28218541406,4,1333
Arya-Padmanabhan Labs,Manufacturing,Goa,Less than $1M,Closed,2017,Seed,Manufacturing,2,"Yatan Batra, Chavvi Choudhury",11-50,0,Seed,$0 to $1M,Growing,Low,5343,-51.53687138701697,2570.6489385110003,2,1883
Varty Group Innovations,Ayush,Madhya Pradesh,$10M to $50M,Active,2023,Seed,Healthcare,5,"Ikshita Raman, Sanya Gala, Nachiket Dasgupta, Dipta Pathak, Krish Ahluwalia",11-50,7,M&A,$100M to $500M,Growing,Low,339349,928.7364993154931,8862.897043367353,2,399
"Krishnan, Banerjee and Panchal Technologies",Auto Components,Uttarakhand,$100M to $500M,Active,2021,Series B,Automotive,4,"Darsh Dhar, Yashasvi Dayal, Inaya Radhakrishnan, George Comar",1-10,2,Early Stage Venture,$10M to $50M,High,Low,1259395,1551.347394425411,3869.629722671391,1,1534
Grover-Chacko Solutions,Renewable Energy,Tamil Nadu,$10B+,Active,2021,IPO,Energy,5,"Triya Guha, Darpan Ramanathan, Ranveer Sabharwal, Ekanta Ghosh, Guneet Sangha",251-500,3,Early Stage Venture,$10M to $50M,Growing,High,490096,1476.3133543684048,9715.093099371961,3,2324
Kannan-Varma Pvt Ltd,FMCG,Maharashtra,$1M to $10M,Active,2020,Series A,Consumer Goods,4,"Ishaan Reddy, Rachit Sen, Yuvraj Bose, Keya Barad",1001-5000,6,Early Stage Venture,$10M to $50M,High,High,1813957,276.37429867381013,19.463515962581994,10,950
"Varghese, Anne and Kari Solutions",Consumer Durables,Meghalaya,$10B+,Active,2020,Series B,Consumer Goods,5,"Forum Rau, Darpan Basak, Nicholas Kalla, Nitesh Butala, Faris Sehgal",11-50,3,Seed,$100M to $500M,High,High,1704790,1870.6703929660187,3319.5030700594584,2,2393
"Oak, Sarin and Yohannan Labs",Renewable Energy,Manipur,$10B+,Active,2019,Seed,Energy,2,"Wahab Rout, Yauvani Chaudry",251-500,3,Growing,$100M to $500M,Medium,High,1696356,1590.9663180709485,6643.036140944287,6,31
"Narasimhan, Chokshi and Mahajan Technologies",Real Estate,Kerala,$10M to $50M,Closed,2018,Seed,Real Estate,3,"Tanay Jhaveri, Michael Shanker, Alexander Kala",1-10,0,Early Stage Venture,$0 to $1M,High,Medium,6179,-81.15089234321485,1407.8714323905133,10,1225
Kar-Munshi Innovations,Media and Entertainment,Nagaland,$1B to $10B,Active,2017,Series B,Media,3,"Rudra Oak, Chasmum Pau, Zinal Uppal",1001-5000,7,M&A,$10M to $50M,Growing,Low,596766,1647.9508423686193,4076.98392998522,8,570
"Morar, Peri and Palan Labs",FMCG,Telangana,$50M to $100M,Active,2021,Series B,Consumer Goods,1,Orinder Dube,51-100,4,M&A,$50M to $100M,High,Low,1334652,1452.3577431103547,5969.804382074787,3,345
Brahmbhatt-Buch Technologies,Education and Training,Telangana,Less than $1M,Closed,2024,Seed,Education,5,"Sarthak Gupta, Yatan Solanki, Adya Shere, Benjamin Khatri, Xavier Mani",11-50,0,Seed,$0 to $1M,Medium,Low,3142,-23.195418330138324,4448.365185078356,6,2184
Khosla-Suresh Solutions,Defence Manufacturing,Telangana,$100M to $500M,Active,2019,Series C,Defence,3,"Ishani Behl, Eiravati Som, Raksha Munshi",101-250,5,Early Stage Venture,$50M to $100M,Growing,Medium,598869,568.313478399812,431.1775721096884,1,1287
Ben Group Pvt Ltd,Steel,Nagaland,$1M to $10M,Active,2017,Series B,Manufacturing,1,Amruta Kohli,11-50,2,M&A,$1M to $5M,Medium,Medium,1494141,424.03221178378897,1186.609635252806,3,2068
Rajan-Krishna Labs,Science and Technology,Tripura,$50M to $100M,Active,2019,Series C,Technology,5,"Jeremiah Prabhakar, Hemang Sachar, Waida Khanna, Bhavika Ben, Jeevika Baria",1001-5000,3,M&A,$1M to $5M,High,Medium,1720145,415.9932193247216,350.3814152069114,0,1968
"Sachar, Bora and Kara Labs",Oil and Gas,Bihar,$1M to $10M,Closed,2019,Seed,Energy,3,"Akshay Mukherjee, Ansh Zachariah, Ishaan Dar",11-50,0,Seed,$0 to $1M,Medium,Low,3560,-72.72050763455262,2376.4819899160357,1,1435
"Rana, Kala and Contractor Labs",Automobiles,Assam,$50M to $100M,Active,2019,Series C,Automotive,2,"Jeet Ahuja, Nihal Pai",51-100,1,Growing,$50M to $100M,Growing,High,1794494,-59.74458727464178,8007.990059949155,10,25
Kaur-Singh Pvt Ltd,Gems and Jewellery,Madhya Pradesh,$100M to $500M,Active,2024,Seed,Luxury Goods,1,Girik Mahal,101-250,5,Growing,$5M to $10M,High,Low,21324,1971.980365404394,9886.854884213619,9,661
Rai LLC Technologies,Electric Vehicle,Haryana,$1M to $10M,Closed,2019,Seed,Automotive,4,"Osha Das, Harita Kohli, Yashvi Kadakia, Sara Chakrabarti",11-50,0,Seed,$0 to $1M,Medium,Low,2381,-72.35714033013006,3899.7332806937043,2,2266
Puri-Patla Innovations,Consumer Durables,Manipur,Less than $1M,Closed,2018,Seed,Consumer Goods,5,"Gabriel Batta, Lucky Narain, Devika Ratti, Tejas Rastogi, Brinda Deshpande",1-10,0,Seed,$0 to $1M,Medium,Low,155,-43.76049987958241,1204.5929154883224,1,456
"Badami, Bhatia and Kalla Solutions",MSME,Uttar Pradesh,Less than $1M,Closed,2020,Seed,Small Business,3,"George Gokhale, Bimala Chahal, Abhiram Narayanan",11-50,0,Seed,$0 to $1M,Medium,Low,917,-84.61192284692883,2928.103774144107,2,1419
Warrior-Kade Innovations,Chemicals,Goa,$1B to $10B,Active,2023,Series C,Chemicals,3,"Ladli Mahajan, Amaira Malhotra, Om Munshi",251-500,1,Early Stage Venture,$50M to $100M,High,High,398203,650.0627074417987,4042.3722518455243,1,768
